"","Town_City","Village","Streets","count_families","CF_int","A_int","AP_int","HP_int","building_id","damage_grade"
"4898",7,27,9912,2,2,25,7,4,113237,"3"
"4899",10,1382,8286,1,2,25,8,5,196226,"3"
"4900",21,9,1430,1,3,25,2,6,1000647,"3"
"4901",8,206,1249,1,1,0,7,3,253113,"3"
"4902",6,464,9545,0,2,20,4,5,958157,"3"
"4903",21,408,3603,1,3,20,4,8,963405,"3"
"4904",6,673,2685,1,3,30,8,5,860075,"3"
"4905",10,87,2755,1,2,10,5,5,464736,"3"
"4906",27,1394,8118,1,2,15,7,5,731428,"3"
"4907",17,1149,2759,1,3,5,5,7,833320,"3"
"4908",3,175,4629,1,3,110,5,6,952757,"3"
"4909",20,1378,11819,1,2,10,7,7,1003304,"3"
"4910",7,157,1320,1,2,20,8,4,647769,"3"
"4911",21,1219,7616,1,2,45,6,5,383745,"3"
"4912",27,1155,1941,1,2,5,19,7,47696,"3"
"4913",8,172,2397,1,2,40,5,5,503776,"3"
"4914",20,1161,941,1,2,10,6,6,712464,"3"
"4915",4,144,5921,1,2,5,7,5,354304,"3"
"4916",17,399,7487,1,3,15,6,7,311033,"3"
"4917",17,31,5152,1,3,15,11,7,751310,"3"
"4918",7,545,9356,1,1,15,3,2,401635,"3"
"4919",21,694,7120,1,3,45,4,8,708865,"3"
"4920",10,1074,7272,1,2,25,13,5,382989,"3"
"4921",10,488,954,1,3,5,5,7,776329,"3"
"4922",21,471,9376,1,3,0,5,7,1001734,"3"
"4923",17,421,4166,1,1,10,6,3,544265,"3"
"4924",6,96,10713,1,2,75,6,6,435445,"3"
"4925",21,727,4576,1,3,15,10,5,206577,"3"
"4926",10,218,5758,1,1,40,6,2,125824,"3"
"4927",27,1155,3721,1,3,25,8,7,130404,"3"
"4928",17,944,483,1,2,10,12,4,369994,"3"
"4929",10,1382,65,1,3,25,6,8,715963,"3"
"4930",27,548,2513,0,3,50,20,7,626858,"3"
"4931",17,303,8838,1,2,0,8,5,964901,"3"
"4932",7,545,9046,1,2,65,5,4,652712,"3"
"4933",26,1050,3585,0,2,5,8,5,39067,"3"
"4934",17,984,9524,2,2,45,9,5,298986,"3"
"4935",21,9,1430,1,3,0,14.8661383858765,7,1015717,"3"
"4936",8,900,1282,1,2,15,7,6,1007040,"3"
"4937",15,348,864,1,2,25,4,4,324515,"3"
"4938",10,760,5818,1,3,15,9,6,841570,"3"
"4939",21,363,6287,1,3,10,15,6,1006085,"3"
"4940",21,363,9414,1,3,10,9,6,259283,"3"
"4941",8,440,2980,1,3,20,8,7,6588,"3"
"4942",21,1355,11396,2,3,20,16,6,327475,"3"
"4943",8,276,6681,1,3,20,16,6,913459,"3"
"4944",11,945,11105,1,1,5,2,3,532705,"3"
"4945",7,1233,3811,1,2,10,3,5,369137,"3"
"4946",11,883,135,1,4,80,7,5,592067,"3"
"4947",25,902,5352,1,1,5,7,3,185634,"3"
"4948",10,417,11857,1,2,30,6,8,1028031,"3"
"4949",17,648,7082,2,2,10,7,5,648415,"3"
"4950",27,181,5254,1,3,50,3,6,272830,"3"
"4951",27,1106,4577,1,3,40,10,9,948051,"3"
"4952",21,1426,2464,2,3,20,6,6,724572,"3"
"4953",17,1198,3115,1,3,40,5,7,556792,"3"
"4954",8,1415,11292,1,2,25,11,6,931631,"3"
"4955",17,1352,3250,1,3,5,7,10,584471,"3"
"4956",10,1207,4160,1,2,10,5,5,1002180,"3"
"4957",6,487,2908,1,2,15,7,5,701674,"3"
"4958",17,347,2090,1,3,20,5,6,961688,"3"
"4959",17,1149,10592,1,3,0,5,7,465584,"3"
"4960",10,1127,11433,1,2,25,7,5,2517,"3"
"4961",8,600,4813,1,2,10,6,5.85990389957904,815451,"3"
"4962",17,817,420,1,2,35,10,5,709299,"3"
"4963",21,123,11421,1,3,5,6,6,688900,"3"
"4964",27,1394,11220,1,2,5,23,5,569731,"3"
"4965",13,128,10833,1,2,15,4,5,912550,"3"
"4966",17,1149,10592,1,2,15,5,5,578350,"3"
"4967",8,172,2397,1,3,15,9,5,725862,"3"
"4968",21,839,582,1,3,10,7,6,269758,"3"
"4969",6,994,5440,1,2,25,6,4,384996,"3"
"4970",17,21,3613,1,3,55,8,6,861583,"3"
"4971",21,839,8925,3,3,20,7,6,498645,"3"
"4972",26,1222,4471,1,3,10,9,8,86805,"3"
"4973",9,670,2699,1,2,20,5,5,872078,"3"
"4974",12,1286,9371,1,2,5,8,5,129190,"3"
"4975",7,430,316,1,2,15,7,4,238394,"3"
"4976",3,1229,3226,2,3,20,11,10,788660,"3"
"4977",10,105,4372,1,3,15,11,6,830129,"3"
"4978",4,1202,7243,1,1,10,3,3,442629,"3"
"4979",20,11,4204,1,2,0,10,7,670432,"3"
"4980",27,422,4159,1,2,30,5,6,173597,"3"
"4981",8,1425,12082,1,2,20,11,5,110505,"3"
"4982",17,1308,6552,1,2,15,4,6,31965,"3"
"4983",18,752,8451,1,2,20,13,7,382872,"3"
"4984",11,1194,9464,1,2,20,6,7,490078,"3"
"4985",26,358,10808,1,2,10,9,7,618706,"3"
"4986",11,1144,6734,1,2,20,7,6,552702,"3"
"4987",17,21,3978,1,3,30,6,6,538272,"3"
"4988",8,640,8487,0,3,10,5,6,373480,"3"
"4989",20,136,8843,1,1,10,12,3,370752,"3"
"4990",8,1,2487,1,3,25,7,7,1010778,"3"
"4991",13,239,2203,1,1,10,3,5,420132,"3"
"4992",17,347,11637,1,3,15,8,5,615358,"3"
"4993",17,680,3222,1,2,0,5,5,926020,"3"
"4994",27,1000,1777,1,1,20,7,3,268037,"3"
"4995",8,268,4682,1,2,20,5,6,356100,"3"
"4996",17,992,1083,0,1,10,6,5,450778,"3"
"4997",11,131,2294,1,3,80,5,10,749015,"3"
"4998",7,382,8983,1,2,55,11,4,403374,"3"
"4999",6,48,8752,1,2,20,7,5,17673,"3"
"5000",17,817,4667,1,3,60,6,7,619380,"3"
"5001",7,641,8847,1,1,0,8,2,111298,"3"
"5002",4,1095,5568,1,3,25,12,8,692887,"3"
"5003",17,817,4536,1,2,5,7,5,677085,"3"
"5004",11,131,1242,1,2,35,8,5,748935,"3"
"5005",27,1155,5247,1,3,55,9,8,503133,"3"
"5006",4,598,8152,0,2,15,11,6,585032,"3"
"5007",6,931,4371,1,2,10,7,6,162841,"3"
"5008",20,1339,7128,1,2,15,11,6,723383,"3"
"5009",21,581,7218,1,3,0,7,7,328192,"3"
"5010",9,445,1370,1,2,15,10,5,920422,"3"
"5011",22,816,6854,1,2,25,12,4,654596,"3"
"5012",17,930,2687,1,3.2372260104612,25,7,6,222228,"3"
"5013",17,992,4948,1,2,15,6,5,612174,"3"
"5014",17,21,11276,1,3,20,6,7,940773,"3"
"5015",17,1047,12414,2,3,15,19,6,92976,"3"
"5016",7,555,1047,1,2,5,5,5,195448,"3"
"5017",10,712,6458,1,2,0,9,5,72624,"3"
"5018",21,551,1780,1,2,10,4,5,827811,"3"
"5019",8,1425,8709,1,3,20,6,7,353902,"3"
"5020",17,399,9543,1,1,0,4,3,223416,"3"
"5021",8,1004,7536,1,2,55,7,5,583200,"3"
"5022",21,1128,4157,1,3,0,6,6,36121,"3"
"5023",17,1381,12162,1,3,85,7,7,831781,"3"
"5024",20,629,3356,1,2,20,7,4,529828,"3"
"5025",27,1106,5035,1,3,5,19,8,621254,"3"
"5026",3,1006,5957,1,2,10,11,7,482367,"3"
"5027",21,363,12093,2,3,25,8,6,1044442,"3"
"5028",17,930,2687,1,3,10,6,6,480023,"3"
"5029",18,977,7453,1,2,10,5,10,186090,"3"
"5030",7,1265,1112,2,2,5,10,5,135127,"3"
"5031",4,447,4140,1,2,10,4,5,842050,"3"
"5032",17,1045,9894,1,2,30,3,5,587686,"3"
"5033",27,1155,7851,1,2,5,8,6,821093,"3"
"5034",24,628,6963,1,2,20,15,4,722007,"3"
"5035",17,1322,5359,1,3,5,6,7,801598,"3"
"5036",8,827,11509,1,3,25,9,9,547972,"3"
"5037",11,660,11283,0,2,55,5,6,1036375,"3"
"5038",17,817,4373,2,2,25,5,5,269579,"3"
"5039",7,895,11290,0,2,15,7,5,604566,"3"
"5040",21,23,8049,1,2,5,6,5,672193,"3"
"5041",10,1074,2382,1,1,40,5,4,1044938,"3"
"5042",13,239,9298,1,2,10,3,5,615668,"3"
"5043",17,343,4042,1,2,10,8,6,107819,"3"
"5044",7,108,11999,1,2,15,4,5,386873,"3"
"5045",17,1030,606,1,2,15,11,8,891365,"3"
"5046",21,1355,11396,1,1,5,2,3,93851,"3"
"5047",6,1287,10834,1,3,15,8,6,108331,"3"
"5048",21,363,2214,1,3,30,7,6,767638,"3"
"5049",27,533,2134,1,2,30,7,5,761504,"3"
"5050",17,967,3474,1,3,20,5,7,108386,"3"
"5051",21,935,3008,1,3,10,6,6,943218,"3"
"5052",21,345,10614,1,3,10,11,7,220112,"3"
"5053",4,1363,11270,1,2,5,10,6,5097,"3"
"5054",18,977,716,1,2,15,3,4,798147,"3"
"5055",11,883,12269,1,3,35,21,8,439886,"3"
"5056",6,99,4806,1,2,30,10,6,782163,"3"
"5057",17,1313,2490,1,1,0,7,2,730190,"3"
"5058",10,1140,2448,1,3,30,6,6,904211,"3"
"5059",11,164,7032,1,4,80,8,10,425104,"3"
"5060",21,107,8506,1,3,30,4,5,331677,"3"
"5061",8,638,3145,1,3,5,7,8,603359,"3"
"5062",3,175,5068,1,1,30,6,2,928536,"3"
"5063",17,876,6007,1,2,45,14,5,13572,"3"
"5064",3,1229,2403,0,3,40,22,7,680024,"3"
"5065",8,463,5839,0,2,25,5,5,175056,"3"
"5066",10,690,6499,1,2,30,3,5,753474,"3"
"5067",10,1250,8241,1,2,30,4,5,31083,"3"
"5068",7,1421,9225,1,2,10,10,6,562748,"3"
"5069",10,603,12101,1,1,15,13,2,633369,"3"
"5070",27,1155,7851,1,2,65,8,6,550825,"3"
"5071",17,51,10978,1,2,18.7505600309775,4,5,874403,"3"
"5072",8,374,5381,1,1,15,3,5,521390,"3"
"5073",21,819,9968,1,3,15,10,7,632151,"3"
"5074",10,1140,2887,1,2,35,6,7,610249,"3"
"5075",10,803,5136,1,2,15,9,6,674790,"3"
"5076",6,1038,1366,1,2,15,6,5,676520,"3"
"5077",26,1215,8252,0,2,25,7,7,321171,"3"
"5078",17,367,4869,1,2,20,24,5,918702,"3"
"5079",17,1067,6573,2,1,30,8,3,839966,"3"
"5080",18,1139,7776,1,2,10,7,5,417875,"3"
"5081",0,536,3117,1,1,40,4,2,905676,"3"
"5082",20,1309,6468,1,1,25,6,5,233098,"3"
"5083",7,630,8341,1,2,5,13,6,489803,"3"
"5084",21,1128,3830,1,3,10,6,6,22355,"3"
"5085",7,1283,939,1,2,35,5,4,158327,"3"
"5086",10,960,7324,0,1,5,5,2,300963,"3"
"5087",3,1229,6027,1,1,35,3,3,906068,"3"
"5088",7,641,8960,1,2,25,8,5,239729,"3"
"5089",21,819,9968,0,3,20,6,6,94516,"3"
"5090",27,1155,11652,1,3,70,18,8,111601,"3"
"5091",8,1425,11135,1,3,15,12,6,405529,"3"
"5092",3,1006,9325,1,3,20,10,8,795175,"3"
"5093",8,613,7319,1,2,5,7,5,926613,"3"
"5094",21,1185,5808,1,3,5,7,6,956775,"3"
"5095",8,1049,6965,1,2,20,3,5,61195,"3"
"5096",17,1313,2490,1,2,30,7,4,744109,"3"
"5097",0,676,4601,1,2,25,4,5,386593,"3"
"5098",27,1106,4577,1,3,30,10,9,66114,"3"
"5099",10,417,9412,1,2,30,6,4,915821,"3"
"5100",21,1019,8311,1,1,10,4,2,1038785,"3"
"5101",21,645,7412,1,3,15,7,7,999429,"3"
"5102",21,819,1079,1,2,0,5,4,643505,"3"
"5103",17,1030,606,1,2,20,6,8,648362,"3"
"5104",27,1394,7368,1,3,30,6,7,244351,"3"
"5105",4,450,1843,1,3,10,6,7,1029480,"3"
"5106",11,1039,1629,1,1,0,8,4,679103,"3"
"5107",17,399,12227,1,3,30,6,6,990813,"3"
"5108",30,73,12532,1,2,5,7,4,966578,"3"
"5109",11,883,12256,1,5,105,8,10,972165,"3"
"5110",17,1313,7647,1,3,5,4,8,310318,"3"
"5111",17,343,8514,1,3,25,11,8,318435,"3"
"5112",2,325,4619,1,2,15,16,5,1030215,"3"
"5113",17,263,9905,1,2,35,7,4,283869,"3"
"5114",3,720,11621,1,3,10,9,8,732199,"3"
"5115",27,1394,3168,1,3,60,9,6,726627,"3"
"5116",30,73,12532,1,2,40,8,5,970319,"3"
"5117",6,1076,10234,1,2,25,7,5,726453,"3"
"5118",3,1229,6027,1,3,30,8,9,551233,"3"
"5119",17,905,8930,1,2,5,5.46130351798542,4,180414,"3"
"5120",17,233,10379,1,3,15,5,7,990784,"3"
"5121",6,262,2092,0,2,40,4,6,152009,"3"
"5122",10,960,7324,1,2,20,4,4,510299,"3"
"5123",7,258,12275,1,1,5,5,3,372973,"3"
"5124",21,363,7868,1,2,15,5,5,357114,"3"
"5125",17,663,10770,1,3,10,12,7,83979,"3"
"5126",8,1114,8786,1,2,20,11,7,537231,"3"
"5127",27,548,4339,1,2,30,26,7,865603,"3"
"5128",27,1155,4278,1,3,40,7,7,912126,"3"
"5129",17,682,4253,1,2,10,5,5,847530,"3"
"5130",21,1355,11396,1,1,40,3,3,456306,"3"
"5131",17,957,578,1,3,10,6,7,522021,"3"
"5132",16,837,6226,1,2,10,11,6,466783,"3"
"5133",17,1026,7521,1,3,25,6,6,943831,"3"
"5134",10,87,10522,1,2,20,3,6,502465,"3"
"5135",17,490,9222,1,2,40,7,4,893066,"3"
"5136",27,181,4369,1,3,90,5,7,199399,"3"
"5137",7,790,7889,1,2,20,4,4,603110,"3"
"5138",17,1149,5220,1,3,40,6,7,774710,"3"
"5139",27,1155,4278,1,3,25,8,7,835354,"3"
"5140",9,210,8972,1,1,0,5,3,196973,"3"
"5141",17,1047,7841,3,3,55,12,6,430323,"3"
"5142",11,586,11254,1,2,10,7,4,822883,"3"
"5143",27,422,1092,1,2,90,5,5,542088,"3"
"5144",3,720,4522,1,2,50,13,5,420228,"3"
"5145",11,155,8731,1,2,25,9,8,11016,"3"
"5146",12,284,4540,1,2,55,5,4,1033692,"3"
"5147",27,533,11882,1,2,20,9,6,585486,"3"
"5148",8,678,816,1,3,25,5,8,655033,"3"
"5149",10,417,634,1,2,40,5,6,973608,"3"
"5150",10,151,708,1,2,5,5,5,588810,"3"
"5151",17,817,420,1,2,40,5,5,114255,"3"
"5152",21,937,7142,2,3,40,6,6,1023621,"3"
"5153",4,450,670,1,3,30,4,7,96286,"3"
"5154",21,1019,7284,1,3,20,7,5,522057,"3"
"5155",10,1227,12142,1,1,30,9,3,952380,"3"
"5156",21,363,2767,1,3,5,6,7,414523,"3"
"5157",17,1067,574,1,2,10,8,5,711400,"3"
"5158",21,499,6469,2,2,35,9,6,415818,"3"
"5159",21,1019,10103,1,2,25,7,5,460711,"3"
"5160",6,141,6063,1,2,30,6,5,798231,"3"
"5161",8,1004,7498,1,2,25,5,5,6894,"3"
"5162",17,233,10245,1,2,35,6,5,325999,"3"
"5163",22,763,6214,1,2,25,20,5,724492,"3"
"5164",8,95,4784,1,2,20,5,5,912848,"3"
"5165",7,838,10723,1,2,20,9,5,112477,"3"
"5166",17,680,8860,1,2,10,10,5,164949,"3"
"5167",8,696,4409,1,2,5,3,5,788060,"3"
"5168",26,36,7472,1,1,20,12,3,1012677,"3"
"5169",4,40,2797,1,2,40,8,5,701933,"3"
"5170",21,581,422,1,3,10,6,7,919040,"3"
"5171",8,172,479,1,2,20,10,5,669804,"3"
"5172",21,300,1931,1,3,10,6,6,967628,"3"
"5173",7,1265,9455,1,2,5,7,5,653281,"3"
"5174",6,818,122,1,2,10,6,6,531741,"3"
"5175",27,1394,2010,1,2,40,11,4,684368,"3"
"5176",17,1357,4703,2,2,5,8,5,737876,"3"
"5177",17,1381,12281,1,3,50,5,7,917202,"3"
"5178",1,705,4198,1,2,25,2,5,1013323,"3"
"5179",9,546,11201,1,2,25,7,6,508450,"3"
"5180",20,1378,6088,1,2,30,13,8,290238,"3"
"5181",6,724,5644,2,2,5,7,6,791481,"3"
"5182",6,1287,415,1,2,15,7,5,23821,"3"
"5183",27,390,600,1,5,50,5,13,127877,"3"
"5184",20,943,6888,1,2,50,6,7,733436,"3"
"5185",0,885,11797,1,2,20,9,5,426214,"3"
"5186",13,1376,2829,1,1,65,3,5,811256,"3"
"5187",11,1104,1230,1,1,30,9,3,538202,"3"
"5188",8,98,8975,1,2,10,5,7,513259,"3"
"5189",17,930,10707,1,3,20,9,7,797667,"3"
"5190",5,226,12370,1,2,30,9,5,915425,"3"
"5191",22,763,4799,1,1,10,9,3,107291,"3"
"5192",21,782,10076,1,2,40,5,6,789605,"3"
"5193",10,417,9710,1,2,50,5,5,11558,"3"
"5194",22,1152,11726,1,1,15,3,2,293472,"3"
"5195",7,455,778,0,2,45,9,5,455639,"3"
"5196",21,313,11708,4,3,35,11,5,871267,"3"
"5197",10,804,8628,1,2,25,4,4,41375,"3"
"5198",7,1188,9070,1,2,25,6,4,310645,"3"
"5199",11,660,12077,1,2,60,9,7,665691,"3"
"5200",16,350,6079,1,1,20,5,3,224647,"3"
"5201",13,1159,2850,1,3,15,14,6,407867,"3"
"5202",17,1381,11475,1,2,30,7,5,289961,"3"
"5203",17,864,5994,1,1.4515335192774,25,8,3,816348,"3"
"5204",10,90,10095,0,3,55,5,6,357059,"3"
"5205",27,533,3707,1,3,35,23,7,219866,"3"
"5206",10,105,6374,1,1,50,6,4,814103,"3"
"5207",6,287,10608,0,3,20,8,7,256226,"3"
"5208",17,566,7559,1,2,25,7,5,872380,"3"
"5209",14,759,5792,0,2,20,6,4,1025454,"3"
"5210",27,390,9360,3,4,45,10,10,1038197,"3"
"5211",3,1229,7251,1,2,15,8,7,809885,"3"
"5212",17,1308,5599,1,2,30,3,5,51249,"3"
"5213",8,1414,11124,0,2,40,4,4,101634,"3"
"5214",7,617,2313,1,2,50,11,5,519903,"3"
"5215",13,503,9255,1,3,30,7,6,995061,"3"
"5216",7,27,1385,1,2,10,10,7,345172,"3"
"5217",10,337,11271,0,2,0,10,5,762475,"3"
"5218",3,1006,6167,1,3,20,4,8,853682,"3"
"5219",3,1006,6683,1,2,25,14,7,68412,"3"
"5220",12,1226,3544,1,2,10,4,5,575361,"3"
"5221",21,935,1956,1,3,40,6,5,313913,"3"
"5222",17,797,6150,0,2,35,5,4,638293,"3"
"5223",4,707,3627,1,2,25,4,5,468276,"3"
"5224",15,67,3141,1,2,15,5,5,300480,"3"
"5225",10,1074,11185,1,2,85,5,4,848506,"3"
"5226",8,1225,3244,1,2,25,5,5,786615,"3"
"5227",26,919,9760,1,2,10,6,5,582054,"3"
"5228",8,501,8329,1,1,5,10,3,900940,"3"
"5229",10,690,10377,1,2,5,8,4,286176,"3"
"5230",21,477,2167,3,3,10,6,6,275188,"3"
"5231",7,4,7406,1,2,30,3,4,97517,"3"
"5232",21,363,2767,1,3,40,6,7,857735,"3"
"5233",17,233,9516,1,3,10,4,7,501268,"3"
"5234",7,4,2318,1,2,10,6,6,688137,"3"
"5235",11,883,7440,1,4,90,7,9,241135,"3"
"5236",17,1240,10684,1,3,20,4,8,846964,"3"
"5237",6,487,1755,1,2,30,7,5,892920,"3"
"5238",3,1006,6683,1,2,30,7,6,794754,"3"
"5239",4,598,5467,1,3,25,8,6,704254,"3"
"5240",17,1080,6817,1,2,20,7,5,24209,"3"
"5241",7,258,4827,1,2,0,7,4,568864,"3"
"5242",0,885,8209,1,2,40,9,5.02386757467808,211636,"3"
"5243",21,1426,2464,1,3,995,6,6,494968,"3"
"5244",10,127,4026,1,2,20,3,4,603406,"3"
"5245",8,463,2386,1,3,20,11,7,531654,"3"
"5246",17,992,3999,1,1,15,5,3,273109,"3"
"5247",0,676,8029,1,2,10,4,5,906543,"3"
"5248",7,382,8983,1,1,55,11,3,521163,"3"
"5249",8,426,3733,1,3,20,4,8,399440,"3"
"5250",10,1248,11317,1,2,85,6,4,435481,"3"
"5251",8,534,7171,1,2,10,7,5,150108,"3"
"5252",14,831,8914,1,3,15,8,7,215820,"3"
"5253",15,1087,6015,1,3,20,7,6,29118,"3"
"5254",17,1352,4953,2,2,0,10,5,758851,"3"
"5255",10,76,2145,0,2,20,11,5,201495,"3"
"5256",11,131,12161,1,4,80,7,9,401091,"3"
"5257",10,1074,11333,1,2,60,5,4,287005,"3"
"5258",6,487,7439,1,2,20,7,6,189869,"3"
"5259",12,1148,4518,1,2,10,5,5,935876,"3"
"5260",0,1301,1622,1,1,25,6,2,186748,"3"
"5261",20,120,1506,1,1,0,9,4,445900,"3"
"5262",4,1282,6640,1,2,30,5,5,90792,"3"
"5263",17,1393,9534,1,3,20,11,7,341012,"3"
"5264",6,1181,7635,1,1,20,7,2,351932,"3"
"5265",8,1009,6323,1,2,15,12,6,939970,"3"
"5266",7,258,5726,1,2,45,9,4,375972,"3"
"5267",25,296,3515,1,2,10,10,5,194789,"3"
"5268",21,1219,7616,1,2,25,7,5,357282,"3"
"5269",7,52,9486,0,2,50,5,6,549304,"3"
"5270",22,119,9042,1,2,95,6,4,1041925,"3"
"5271",8,463,2386,1,2,30,5,4,924410,"3"
"5272",17,21,3613,1,2,35,5,4,310528,"3"
"5273",1,1169,11503,1,1,65,11,2,478252,"3"
"5274",21,336,11052,2,2,10,9,5,1028314,"3"
"5275",17,347,2211,1,3,0,5,6,171186,"3"
"5276",10,88,11680,1,2,15,5,6,161330,"3"
"5277",21,30,7495,2,2,40,5,4,457065,"3"
"5278",17,648,5950,1,1,0,6,4,499557,"3"
"5279",21,107,9310,1,2,30,8,5,487493,"3"
"5280",17,1149,4221,2,3,20,5,7,927700,"3"
"5281",8,1054,11908,1,2,90,3,6,456323,"3"
"5282",10,1227,12142,0,1,5,4,3,22269,"3"
"5283",8,463,2386,1,3,20,9,6,822397,"3"
"5284",17,233,10379,1,3,25,5,7,247554,"3"
"5285",21,140,7054,1,1,10,3,2,95219,"3"
"5286",17,944,483,1,3,25,10,6,868080,"3"
"5287",6,1241,9489,1,2,10,5,5,964736,"3"
"5288",17,21,8666,1,3,25,7,6,60995,"3"
"5289",7,1265,9455,1,2,15,6,5,99063,"3"
"5290",27,181,2608,1,5,100,2,10,695206,"3"
"5291",7,641,6713,0,2,5,7,5,280808,"3"
"5292",12,284,4540,0,1,15,3,2,1048412,"3"
"5293",25,1186,6173,1,1,10,6,3,1048360,"3"
"5294",25,211,5071,1,1,50,7,2,772096,"3"
"5295",26,302,9847,0,2,45,5,5,829291,"3"
"5296",8,1114,8786,1,2,0,9,7,913387,"3"
"5297",1,1169,1000,1,1,25,6,3,428347,"3"
"5298",6,744,4616,1,2,25,6,5,791968,"3"
"5299",13,526,859,1,2,20,6,6,606097,"3"
"5300",6,1277,7577,2,3,20,9,7,386861,"3"
"5301",17,21,3978,1,2,10,6,4,70708,"3"
"5302",8,1225,6127,1,2,10,5,2.53866187935471,379637,"3"
"5303",20,943,3394,1,2,10,7,5,314386,"3"
"5304",8,900,1443,1,2,15,4,5,31897,"3"
"5305",10,1250,11196,1,2,15,9,5,456380,"3"
"5306",27,1394,4186,1,3,60,11,7,270350,"3"
"5307",7,84,2384,2,2,0,10,4,318636,"3"
"5308",4,388,2826,1,3,10,8,6,821667,"3"
"5309",27,422,9497,1,2,30,11,5,370603,"3"
"5310",17,992,776,1,2,25,6,5,980316,"3"
"5311",27,548,3055,1,4,70,6,8,823394,"3"
"5312",7,617,2313,1,2,15,10,5,183404,"3"
"5313",30,259,908,1,2,45,6,5,563546,"3"
"5314",21,363,9414,1,3,30,10,6,270053,"3"
"5315",17,967,7932,1,2,20,7,5,430113,"3"
"5316",12,589,4098,1,3,25,6,4,976894,"3"
"5317",20,481,7127,1,2,35,7,6,801638,"3"
"5318",21,645,444,1,2,70,7,5,767736,"3"
"5319",4,447,6048,1,1,5,4,2,977024,"3"
"5320",17,1198,10937,0,2,40,11,5,752698,"3"
"5321",26,1215,8252,1,2,25,9,7,267062,"3"
"5322",10,1382,5036,0,2,40,8,6,1006547,"3"
"5323",23,892,1468,1,3,60,14,8,458955,"3"
"5324",8,1415,7095,1,2,55,6,5,704357,"3"
"5325",11,521,9691,1,2,30,8,8,143907,"3"
"5326",27,533,3675,1,2,25,14,4,27463,"3"
"5327",7,773,11691,1,1,15,8,3,794205,"3"
"5328",3,1006,6577,1,3,50,12,7,109811,"3"
"5329",10,1174,11024,1,2,0,5,7,291605,"3"
"5330",17,1045,11353,1,3,30,11,8,888050,"3"
"5331",3,720,3629,1,2,40,12,5,495219,"3"
"5332",24,1117,10536,1,2,35,6,5,1026195,"3"
"5333",7,1040,651,0,2,10,5,5,447724,"3"
"5334",27,1155,9959,1,1,40,6,3,153979,"3"
"5335",17,263,5214,1,3,35,7,6,1036279,"3"
"5336",21,477,5938,1,3,5,9,6,384859,"3"
"5337",10,760,5818,1,3,25,6,6,687960,"3"
"5338",8,66,8450,1,2,75,3,5,225295,"3"
"5339",26,39,2005,0,1,15,17,4,752991,"3"
"5340",17,303,9995,2,3,0,8,8,397097,"3"
"5341",17,421,8626,1,3,35,6,6,698951,"3"
"5342",27,1394,10888,1,3,45,10,6,898658,"3"
"5343",17,582,8069,1,3,45,7,6,836055,"3"
"5344",4,1095,736,1,2,15,8,4,580829,"3"
"5345",10,1127,11433,1,1,20,5,2,905463,"3"
"5346",10,142,2192,1,1,5,8,3,66077,"3"
"5347",21,839,1159,1,3,5,12,6,535078,"3"
"5348",26,1028,2299,1,1,0,6,3,226409,"3"
"5349",17,303,4121,1,2.59053814573073,15,5,5,382195,"3"
"5350",17,1327,11863,2,3,20,23,8,18806,"3"
"5351",10,105,11675,1,2,0,6,6,1047495,"3"
"5352",6,96,7253,1,2,55,6,6,940765,"3"
"5353",17,80,2434,1,2,25,10,4,599993,"3"
"5354",4,689,10340,1,2,20,7,4,236866,"3"
"5355",27,548,10505,1,2,15,8,6,595221,"3"
"5356",21,313,4621,3,3,15,9,5,853265,"3"
"5357",13,925,4232,1,2,15,6,5,408916,"3"
"5358",8,1221,3962,0,1,0,6,3,375571,"3"
"5359",18,677,3457,1,3,10,12,7,86752,"3"
"5360",17,1381,482,1,3,50,7,7,599553,"3"
"5361",20,11,4204,1,2,10,7,6,369553,"3"
"5362",21,313,11210,1,3,10,7,5,347635,"3"
"5363",17,303,3450,1,2,10,3,5,847588,"3"
"5364",10,1382,8286,1,2,20,4,5,522969,"3"
"5365",7,675,4736,1,2,10,7,4,69488,"3"
"5366",10,151,1357,1,2,30,3,6,792163,"3"
"5367",4,71,2037,1,3,45,9,6,603106,"3"
"5368",17,1308,1876,1,2,15,5,6,321622,"3"
"5369",21,363,9414,2,3,55,8,9,94953,"3"
"5370",17,1240,10684,1,3,40,4,8,808915,"3"
"5371",17,716,9274,1,2,20,8,6,181413,"3"
"5372",8,374,4551,1,3,65,7,6,478829,"3"
"5373",17,1327,11618,1,3,30,10,7,754480,"3"
"5374",17,716,11890,1,2,15,8,6,180573,"3"
"5375",21,363,8973,1,3,200,11,6,1017062,"3"
"5376",17,1198,6453,1,3,20,9,7,735002,"3"
"5377",6,592,10371,2,2,30,11,5,20150,"3"
"5378",27,1394,2465,1,3,100,7,8,711171,"3"
"5379",11,883,1550,1,3,50,10,7,980764,"3"
"5380",8,172,7334,1,3,10,11,7,331828,"3"
"5381",17,992,1083,1,2,10,8,6,583250,"3"
"5382",16,400,9997,1,2,20,14,6,561318,"3"
"5383",8,1425,5538,0,2,80,5,5,867961,"3"
"5384",16,232,1053,1,2,10,6,5,50983,"3"
"5385",17,992,3999,1,1,15,6,3,464774,"3"
"5386",17,490,2428,1,3,10,11,9,1003898,"3"
"5387",17,875,10320,1,2,25,6,4,325037,"3"
