"","building_id","geo_level_1_id","geo_level_2_id","geo_level_3_id","count_floors_pre_eq","age","area_percentage","height_percentage","land_surface_condition","foundation_type","roof_type","ground_floor_type","other_floor_type","position","plan_configuration","has_superstructure_adobe_mud","has_superstructure_mud_mortar_stone","has_superstructure_stone_flag","has_superstructure_cement_mortar_stone","has_superstructure_mud_mortar_brick","has_superstructure_cement_mortar_brick","has_superstructure_timber","has_superstructure_bamboo","has_superstructure_rc_non_engineered","has_superstructure_rc_engineered","has_superstructure_other","legal_ownership_status","count_families","has_secondary_use","has_secondary_use_agriculture","has_secondary_use_hotel","has_secondary_use_rental","has_secondary_use_institution","has_secondary_use_school","has_secondary_use_industry","has_secondary_use_health_post","has_secondary_use_gov_office","has_secondary_use_use_police","has_secondary_use_other","damage_grade"
"192034",775985,26,39,1851,2,10,17,6,"t","r","x","v","s","j","d",0,0,0,0,0,1,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"192049",776043,4,1235,3398,3,25,6,6,"n","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192051",776046,17,596,11657,3,15,6,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"192053",776053,27,533,1326,3,40,6,8,"t","r","n","f","q","j","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"192055",776057,17,446,7909,2,0,7,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,1,0,0,0,"v",0,1,1,0,0,0,0,0,0,0,0,0,3
"192061",776076,27,1106,10532,3,45,16,7,"t","r","q","f","q","t","d",1,0,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192062",776083,6,1082,7770,2,0,7,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192081",776153,10,735,10221,2,5,7,6,"o","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,3
"192086",776179,8,1425,8398,1,0,6,4,"t","u","n","v","j","t","d",0,0,0,0,0,1,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"192101",776232,8,396,5719,2,20,7,8,"n","r","q","f","x","s","d",0,1,1,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192121",776289,11,765,5519,3,25,11,8,"t","r","x","f","x","j","d",0,0,0,0,1,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192130",776329,10,488,954,3,5,5,7,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"192140",776372,25,843,11668,2,60,4,4,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192141",776374,6,139,6074,2,25,14,7,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192162",776433,13,777,6578,2,15,9,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192175",776511,7,157,6114,2,15,8,4,"t","u","n","f","x","s","d",0,0,0,0,0,1,1,0,0,0,0,"v",1,1,0,1,0,0,0,0,0,0,0,0,2
"192182",776556,17,930,2687,3,5,8,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192188",776583,22,1088,8136,2,10,4,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"192207",776660,6,516,8770,1,0,7,2,"t","r","n","v","j","s","d",0,0,1,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192217",776695,7,901,11244,4,5,3,6,"t","i","x","x","s","t","s",1,0,0,1,1,0,0,0,1,1,0,"v",0,1,0,1,0,0,0,0,0,0,0,0,1
"192228",776756,4,1363,11639,2,10,12,8,"o","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192229",776757,7,895,2140,2,20,3,4,"n","r","q","f","q","s","q",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192231",776764,17,658,6800,3,100,12,7,"t","r","n","x","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"192238",776791,4,556,6070,2,0,4,5,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,2
"192241",776814,6,1038,6107,2,55,6,5,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"192243",776829,6,1108,6348,2,10,7,8,"t","r","q","f","q","s","d",1,1,0,0,0,0,0,0,0,0,1,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192262",776917,7,258,10090,2,15,9,4,"t","r","q","f","x","s","d",0,0,1,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"192263",776918,11,883,135,3,35,7,6,"t","r","n","f","q","t","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192275",776982,10,356,6217,2,10,5,4,"t","r","n","f","q","s","d",0,1,1,0,0,0,1,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,2
"192282",777005,5,207,6333,2,10,5,4,"n","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"192285",777014,12,939,4519,2,15,2,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192287",777022,17,21,6141,2,5,6,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192313",777154,3,574,2913,2,45,6,5,"t","r","n","f","q","j","d",1,0,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192327",777184,0,766,1608,3,5,7,7,"t","r","n","x","q","s","d",0,1,0,0,0,0,1,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"192328",777186,17,21,6605,2,30,6,4,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"192337",777202,13,1376,10778,1,15,5,4,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"192339",777216,6,487,835,2,15,5,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"192358",777309,17,1080,1895,1,5,9,4,"n","r","n","f","j","s","d",0,0,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192372",777355,17,1183,5513,3,10,7,7,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,3
"192373",777356,20,1234,31,1,20,6,2,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192380",777395,25,889,1339,1,5,7,3,"t","u","n","v","j","s","d",0,0,0,0,0,1,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192395",777457,10,712,5781,2,40,6,5,"n","r","q","x","x","j","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"192397",777460,21,937,12396,3,10,6,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"192402",777475,28,666,9425,2,10,5,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192414",777555,8,268,4682,2,10,6,4,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"192418",777570,12,44,10941,2,15,2,5,"n","r","n","f","x","s","d",0,1,0,0,0,0,0,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192443",777661,8,1425,12125,2,35,9,7,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"192447",777679,26,991,2170,1,0,9,5,"t","u","n","v","j","s","d",0,0,0,0,0,1,0,0,0,0,0,"a",1,0,0,0,0,0,0,0,0,0,0,0,1
"192464",777763,6,724,10578,2,20,11,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192479",777810,16,1012,8684,1,10,6,3,"t","r","n","x","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"192484",777818,26,39,2005,1,5,9,5,"t","i","x","v","j","s","d",0,0,0,0,0,0,0,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"192523",777969,22,890,9585,1,40,13,3,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192527",777987,21,1128,8979,3,10,12,5,"n","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",3,1,1,0,0,0,0,0,0,0,0,0,3
"192552",778084,11,1194,128,1,5,8,3,"n","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"192554",778091,20,158,621,2,5,17,6,"t","i","x","v","s","t","d",0,0,0,0,0,0,0,0,0,1,0,"v",1,1,0,1,0,0,0,0,0,0,0,0,2
"192571",778160,26,740,1530,3,25,7,6,"t","r","n","f","q","s","d",1,1,0,0,1,0,0,0,1,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"192580",778192,6,464,5203,2,110,6,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"192582",778201,11,1416,11912,2,55,15,5,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192585",778217,21,412,5847,2,0,7,5,"t","r","n","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,3
"192595",778244,26,227,12110,2,5,7,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192602",778286,26,753,11728,1,0,9,6,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192612",778319,20,508,12421,2,20,9,6,"t","w","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192613",778321,3,1229,1782,5,40,10,12,"n","r","n","f","x","t","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192619",778348,0,152,3078,2,40,13,5,"t","r","n","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"192625",778375,3,1006,6577,2,30,15,5,"t","r","n","f","q","s","d",0,0,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"192635",778453,21,819,7766,3,15,12,8,"t","r","q","f","x","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",3,0,0,0,0,0,0,0,0,0,0,0,3
"192638",778473,20,508,12421,1,0,10,3,"t","u","n","v","j","s","d",0,0,0,0,0,1,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192652",778535,4,55,1577,1,5,4,3,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192668",778592,10,127,827,2,0,17,7,"t","u","x","v","s","s","d",0,0,0,0,0,0,0,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"192678",778645,26,39,11246,1,0,6,3,"t","u","q","v","j","t","d",0,0,0,0,0,1,0,0,0,0,0,"a",1,0,0,0,0,0,0,0,0,0,0,0,1
"192681",778664,10,1278,2342,1,10,4,3,"t","u","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192693",778720,7,800,9137,2,15,6,7,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192695",778728,11,1039,1019,2,15,9,6,"n","r","n","f","x","t","d",0,1,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192700",778748,17,1308,1876,2,0,5,6,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192718",778810,6,898,9076,2,25,4,5,"n","r","n","f","q","s","d",1,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192719",778811,4,821,6477,1,20,4,3,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192735",778865,21,1062,5565,2,20,9,5,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,3
"192760",778983,0,757,4500,1,0,13,2,"t","r","n","f","j","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192762",779006,8,268,3974,2,15,11,4,"t","u","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,3
"192780",779067,6,673,2937,3,35,5,6,"t","r","n","f","x","s","d",1,1,0,0,0,0,1,0,0,0,0,"w",1,1,1,0,0,0,0,0,0,0,0,0,2
"192789",779091,14,420,8087,2,40,7,6,"t","u","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192794",779116,6,48,3797,2,15,10,5,"t","r","n","f","x","t","d",0,1,0,0,0,0,0,0,0,0,0,"w",1,1,1,0,0,0,0,0,0,0,0,0,2
"192808",779147,10,803,7689,2,20,10,5,"t","r","n","x","q","t","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"192821",779196,21,408,10610,2,10,7,7,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192823",779205,20,254,8540,2,10,3,6,"t","w","q","f","q","s","d",0,0,0,0,0,0,1,1,0,0,0,"a",1,0,0,0,0,0,0,0,0,0,0,0,2
"192834",779252,15,908,12386,2,80,8,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192838",779262,27,390,10915,2,50,3,7,"t","r","n","f","q","j","d",1,0,0,0,1,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192842",779279,8,463,8236,1,20,8,3,"t","i","x","v","j","t","d",0,0,0,0,0,0,0,0,1,0,0,"v",1,1,0,1,0,0,0,0,0,0,0,0,1
"192843",779281,26,39,2005,2,30,4,5,"t","r","q","f","q","s","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"192851",779327,21,313,149,3,20,4,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,3
"192873",779401,27,1394,6663,2,30,5,4,"t","r","n","m","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192876",779416,6,673,6592,2,40,6,4,"t","r","n","f","q","s","d",1,0,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"192878",779423,6,1289,8495,2,25,7,5,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0,2
"192880",779428,20,517,2491,2,5,10,5,"t","w","q","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192885",779440,20,517,6489,2,10,4,5,"t","w","n","f","q","t","d",0,0,0,0,0,0,1,1,0,0,0,"v",0,1,1,0,0,0,0,0,0,0,0,0,2
"192899",779522,13,1310,5204,2,15,6,5,"t","r","q","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192905",779547,27,1394,4186,3,20,11,8,"t","u","x","v","s","t","d",0,0,0,1,0,0,0,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192907",779551,20,788,913,2,5,12,7,"o","w","q","f","x","s","q",0,0,0,0,0,0,1,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192912",779570,11,660,1758,3,30,9,7,"t","u","n","f","q","s","d",1,0,0,0,1,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192913",779574,26,264,6666,2,15,9,6,"t","w","q","f","x","s","d",0,0,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192921",779595,27,548,3760,2,15,9,5,"t","r","n","f","q","t","d",1,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192923",779599,10,151,7723,2,0,13,6,"n","i","x","v","s","t","d",0,0,0,0,0,0,0,0,0,1,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"192935",779640,7,790,9589,2,20,8,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,0,0,0,0,0,0,0,0,0,1,2
"192954",779734,26,762,3651,2,60,10,5,"t","u","n","f","q","t","d",1,1,0,0,0,0,1,0,0,0,1,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"192989",779867,26,1028,11986,2,10,7,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193013",779972,3,1006,4800,3,30,9,8,"t","r","q","x","q","t","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"193017",779988,7,157,11015,2,5,9,5,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193032",780042,7,936,6859,1,0,6,3,"n","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193035",780052,7,904,4730,2,40,7,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,0,0,0,0,0,0,0,0,0,1,2
"193048",780119,23,425,2011,3,30,9,7,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"193049",780122,13,778,11360,2,15,10,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"193055",780140,26,1215,8252,2,25,9,7,"t","r","n","f","q","s","d",1,0,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"193064",780201,8,463,6973,2,35,11,5,"t","r","n","f","q","j","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"193072",780225,0,536,7600,2,15,9,5,"n","w","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193079",780243,15,668,1060,2,35,10,5,"n","r","n","f","q","s","d",1,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"193081",780250,20,190,4550,2,0,7,6,"t","w","q","f","q","s","d",0,1,0,0,0,0,1,1,0,0,0,"a",1,0,0,0,0,0,0,0,0,0,0,0,2
"193092",780306,7,936,7115,2,20,7,5,"t","r","n","f","x","s","q",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"193093",780312,21,363,6287,2,0,13,5,"t","u","x","v","s","s","d",0,0,0,0,0,1,0,0,0,1,0,"v",2,0,0,0,0,0,0,0,0,0,0,0,1
"193094",780319,17,263,8275,3,10,6,6,"t","r","n","f","q","s","d",1,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"193102",780354,27,269,5197,3,20,6,7,"t","r","q","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193153",780584,13,221,2395,2,20,5,5,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193155",780589,7,84,4695,2,15,6,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"193161",780603,6,287,12445,3,25,3,7,"t","r","q","f","q","t","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193165",780628,25,419,10680,2,995,8,4,"n","r","n","f","x","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193195",780774,26,1001,11376,2,5,3,4,"o","u","n","v","x","s","d",0,0,0,0,0,1,0,0,0,0,0,"a",1,0,0,0,0,0,0,0,0,0,0,0,1
"193201",780816,0,1302,172,3,25,7,7,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193209",780851,7,430,1493,2,10,5,5,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193216",780872,10,996,8360,2,70,7,5,"t","r","n","f","q","t","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193219",780884,8,66,10643,3,5,11,9,"n","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193220",780885,10,151,1244,3,10,5,8,"t","r","q","x","x","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193227",780922,6,1041,6224,2,5,2,5,"t","r","n","f","q","t","q",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193232",780948,20,251,11732,2,10,5,8,"t","w","q","f","q","s","d",0,0,0,0,0,0,0,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193234",780950,0,146,5397,2,10,5,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"193250",781039,10,1174,11024,2,5,4,7,"o","r","q","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"193253",781045,26,491,8407,2,10,5,4,"t","w","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"a",1,0,0,0,0,0,0,0,0,0,0,0,2
"193261",781082,26,1081,10630,2,30,8,8,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193268",781119,28,458,8615,3,0,13,8,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"193280",781170,16,1176,9155,1,35,5,2,"t","r","n","f","j","s","d",0,1,1,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193296",781213,11,945,5468,2,5,7,6,"o","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"193311",781261,26,74,10745,2,995,9,7,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"a",0,0,0,0,0,0,0,0,0,0,0,0,2
"193312",781262,13,553,2226,2,10,7,4,"n","r","n","f","q","s","d",0,1,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193330",781350,4,556,6070,2,10,6,6,"t","r","q","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,1
"193332",781353,7,52,1966,2,200,10,5,"t","h","n","z","x","t","d",0,0,1,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0,2
"193355",781445,15,906,12078,1,50,4,2,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193364",781469,30,266,6877,2,50,11,5,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193370",781500,16,547,5316,2,15,9,5,"t","r","n","x","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193394",781588,10,138,11100,2,10,4,5,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"193398",781605,26,1132,8649,2,15,6,7,"t","w","q","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"a",1,0,0,0,0,0,0,0,0,0,0,0,2
"193399",781606,8,828,12099,2,10,2,4,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,3
"193406",781632,10,337,2623,2,15,4,5,"t","r","q","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193426",781728,14,1424,6542,2,25,6,4,"o","r","q","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193437",781759,7,969,6144,2,10,22,6,"t","r","q","f","x","s","d",0,1,1,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193442",781766,25,971,4114,2,15,8,7,"t","u","n","x","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0,2
"193443",781769,10,690,10377,1,10,3,3,"t","r","n","v","j","s","d",0,0,0,1,0,0,0,0,0,0,0,"v",0,1,0,1,0,0,0,0,0,0,0,0,2
